TI,DO,pub_id
"Radiation dose to the thyroid, eyes and parotid glands of patients undergoing intra-oral radiographic procedures in a teaching hospital in Ibadan, Oyo state Nigeria",10.18869/acadpub.ijrr.15.1.101,30186993
"Self-Reported Halitosis in relation to Oral Hygiene Practices, Oral Health Status, General Health Problems, and Multifactorial Characteristics among Workers in Ilala and Temeke Municipals, Tanzania",10.1155/2017/8682010,28280509
Pattern of tooth discoloration and care-seeking behavior among adolescents in an underserved rural community in Nigeria,10.4103/2278-9626.198606,Unknown
"Prevalence of mandibular and palatine tori among the Ibos in Enugu, South-East Nigeria",10.4103/1119-3077.178911,27958247
Descriptive Epidemiology of Orofacial Clefts in Ethiopia,10.1097/SCS.0000000000003234,27984437
Periodontal disease in patients with rheumatoid arthritis in Sub-Saharan Africa: A case-control study,10.1016/j.jbspin.2016.02.014,26997301
"Predisposing, enabling and need factors influencing dental service utilization among a sample of adult Nigerians",10.18332/popmed/128504,Unknown
The oral health status of children aged 12 years in Seychelles in the years 1994 and 2000,10.1016/j.neuro.2020.09.013,35587133
Descriptive Epidemiology of Odontogenic Tumors in Nigeria: An African Oral Pathology Research Consortium Multicenter Study,10.4103/njcp.njcp_315_20,33355823
"Activated Charcoal-based Dental Products: Awareness, Knowledge and Opinion of Dental Practitioners in a Tertiary Hospital in Nigeria",,Unknown
Social stigma and cultural beliefs associated with cleft lip and/or palate: parental perceptions of their experience in Kenya,10.1057/s41599-020-00677-7,Unknown
"Immune status, and not HIV infection or exposure, drives the development of the oral microbiota",10.1038/s41598-020-67487-4,32616727
Implementation fidelity of school oral health programs at a District in South Africa,10.1371/journal.pone.0241988,33201899
Managing the phase-down of amalgam amongst Nigerian dental professionals and students: A national survey,10.1111/eje.12554,32534475
Association between nutritional status and early childhood caries risk profile in a suburban Nigeria community,10.1111/ipd.12645,32243034
Antiretroviral treatment and its impact on oral health outcomes in 5 to 7 year old Ugandan children: A 6 year follow-up visit from the ANRS 12174 randomized trial,10.1097/MD.0000000000022352,32991450
"Clinical characteristics and associated factors of trigeminal neuralgia: Experience from Addis Ababa, Ethiopia",10.1186/s12903-020-01227-y,32883250
"Teething beliefs, misconceptions, and practices among mothers attending a tertiary hospital in Nigeria: Implications for child health and clinical practice",10.3126/jnps.v40i3.30008,33981099
"Influence of parents' oral health knowledge and attitudes on oral health practices of children (5-12 years) in a rural school in KwaZulu-Natal, South Africa",10.4103/jispcd.JISPCD_273_20,33282770
Perceived impact of the COVID-19 pandemic on orthodontic practice by orthodontists and orthodontic residents in Nigeria,10.1016/j.ejwf.2020.07.001,32768366
"Association between maternal socioeconomic factors, decision-making status, and dental utilization by children with early childhood caries in sub-urban Nigeria",10.1111/jphd.12383,32633427
Emergence delirium in children undergoing dental surgery under general anesthesia,10.1111/pan.13937,32470145
Breastfeeding Practices Among Mothers of Children With Orofacial Clefts in an African Cohort,10.1177/1055665620919312,32295412
Teaching of dental implantology to undergraduate dental students: The Nigerian experience,10.1111/eje.12525,32157744
Epidemiology of orthodontic treatment need in southwestern Ethiopian children: A cross sectional study using the index of orthodontic treatment need,10.1186/s12903-020-01196-2,32698894
"Association between adverse childhood experiences, bullying, self-esteem, resilience, social support, caries and oral hygiene in children and adolescents in sub-urban Nigeria",10.1186/s12903-020-01160-0,32652974
"Nurses' attitude towards oral care and their practicing level for hospitalized patients in Orotta National Referral Hospital, Asmara-Eritrea: A cross-sectional study",10.1186/s12912-020-00457-3,32665767
Management of orofacial cleft in Nigeria - A retrospective study,10.4103/ams.ams_104_20,33708591
"The awareness of dental check-up and the value of aesthetic restoration amongst undergraduates at the University of Ibadan, Southwest Nigeria",,Unknown
"Comparative study of oral health and microbial flora in pregnant and non-pregnant women in Ibadan, Nigeria",,Unknown
"A three-year audit of dental services at primary health care facilities in Gauteng, South Africa: 2017 to 2019",10.4103/jispcd.JISPCD_72_20,33042887
"Malnutrition, enamel defects, and early childhood caries in preschool children in a sub-urban Nigeria population",10.1371/journal.pone.0232998,32609719
"Knowledge of School-Going Adolescents About the Oral Effects of Tobacco Usage in Ibadan, Southwest Nigeria",10.1177/0272684X19896730,31865853
"Oral impacts on daily performances and its socio-demographic and clinical distribution: A cross-sectional study of adolescents living in Maasai population areas, Tanzania",10.1186/s12955-020-01444-7,32532339
Pattern of mandibular fractures and helmet use among motorcycle crash victims in Tanzania,10.4314/ahs.v20i2.32,33163045
Amalgam phase down: baseline data preceding implementation in Nigeria,10.1111/idj.12536,31811657
Dental caries in a South African adult population: findings from the Cape Town Vascular and Metabolic Health Study,10.1111/idj.12538,31808148
"Orthodontic treatment need of children and adolescents with special healthcare needs resident in Ile-Ife, Nigeria",10.1007/s40368-019-00492-y,31760630
Access to Oral health care: A focus on dental caries treatment provision in Enugu Nigeria,10.1186/s12903-020-01135-1,32429976
"Psychosocial, education, economic factors, decision-making ability, and caries status of mothers of children younger than 6 years in suburban Nigeria",10.1186/s12903-020-01120-8,32375771
"Oral hygiene practices and utilization of oral healthcare services among in-school adolescents in Calabar, Cross River state, Nigeria",10.11604/pamj.2020.36.300.25102,33117494
Prevalence of dental caries and associated risk factors in children living with disabilities in Rwanda: A cross-sectional study,10.11604/pamj.2020.36.193.24166,32952837
"Nigeria′s street children, epitome of oral health disparity and inequality",10.11604/PAMJ.2020.36.77.20404,32774636
"The prevalence, risk factors and antifungal sensitivity pattern of oral candidiasis in hiv/aids patients in Kumba District Hospital, South West Region, Cameroon",10.11604/pamj.2020.36.23.18202,32774600
Locally advanced orofacial malignancy: Synopsis of inoperable lesions at an urban tertiary health facility in Nigeria,10.4103/njcp.njcp_607_19,32367878
Demineralization preventive practices among Nigerian orthodontists-An evidence-based approach?,10.4103/njcp.njcp_315_19,32367863
A 5-year retrospective evaluation of undergraduate dental research projects in a Nigerian University: Graduates' perceptions of their learning experiences,10.1111/eje.12497,31950582
Periodontal and dental conditions of a school population in a volcanic region of tanzania with highly fluoridated community drinking water,10.4314/ahs.v20i1.54,33402936
The prevalence of noma in northwest Nigeria,10.1136/bmjgh-2019-002141,32377404
Health Information Seeking Through Social Media and Search Engines by Parents of Children With Orofacial Cleft in Nigeria,10.1177/1055665619884447,31665894
Caries experience and oral health related quality of life in a cohort of Ugandan HIV-1 exposed uninfected children compared with a matched cohort of HIV unexposed uninfected children,10.1186/s12889-020-08564-1,32228542
"Burden of tobacco, kola nut and alcohol consumption and its association with periodontal disease, potentially malignant lesions and quality of life among bus drivers, Lagos State, Nigeria",10.18332/popmed/118726,Unknown
"Prevalence, severity and factors associated with dental caries among school adolescents in Uganda: A cross-sectional study",10.1590/0103-6440202002841,32556017
Ameloblastoma of the jaws in children: An evaluation of cases seen in a tertiary hospital in South-Eastern Nigeria,10.4314/gmj.v54i1.6,32863411
Caries impact on quality of life among visually impaired adolescents: A cross-sectional study,10.1111/scd.12447,31909838
Evaluation of the reliability and validity of the Early Childhood Oral Health Impact Scale (ECOHIS) questionnaire translated into Malagasy,10.1186/s12955-020-01296-1,32093708
"Prevalence of dental caries in deciduous teeth and oral health related quality of life among preschool children aged 4-6 years in Kisarawe, Tanzania",10.1186/s12903-020-1032-x,32041596
Prevalence of oral mucosal lesions and relation to serum cotinine levels—findings from a cross- sectional study in South Africa,10.3390/ijerph17031065,32046216
Association of maternal HIV-1 severity with dental caries: an observational study of uninfected 5- to 7-yr-old children of HIV-1-infected mothers without severe immune suppression,10.1111/eos.12669,31994250
Oral status of HIV-infected children aged 12 years or younger who attended a Paediatric Infectious Diseases Clinic in Cape Town,10.1002/cre2.251,32067394
"Association between water, sanitation, general hygiene and oral hygiene practices of street-involved young people in Southwest Nigeria",10.1186/s12903-020-1022-z,32005114
"Analysis of salivary level Lactobacillus spp. And associated factors as determinants of dental caries amongst primary school children in Harar town, eastern Ethiopia",10.1186/s12887-020-1921-9,31948433
"OROFACIAL INJURIES AMONGST COMMERCIAL MOTORCYCLISTS, DRIVERS, AND BUS CONDUCTORS IN THREE RURAL COMMUNITIES, SOUTH-WESTERN NIGERIA",,Unknown
"Generally, the elderly are more dentally anxious than younger folks: A short report from a clinical study in Nigeria",,Unknown
The prevalence of denture related mucosa lesions among patients managed in a Nigerian teaching hospital,10.11604/pamj.2020.37.358.22194,33796172
Epidemiology of orofacial clefts in rwanda,,Unknown
"Association between dental caries, odontogenic infections, oral hygiene status and anthropometric measurements of children in Lagos, Nigeria",10.20396/BJOS.V19I0.8661431,Unknown
